contig	sample1	sample10	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
NODE_1323_length_150_cov_22.506849	0.9594595	0.0000000	1.8040540	0.8851351	1.8513514	0.0000000	0.8851351	1.7972972	5.5810809	0.0000000
NODE_1326_length_150_cov_19.671233	0.0000000	0.0000000	0.0000000	0.8918919	0.0000000	0.0000000	0.0000000	0.9594595	0.0000000	0.0000000
NODE_1327_length_150_cov_18.054795	0.8851351	0.9324324	4.7702703	1.7837838	0.0000000	0.8378378	0.0000000	0.9932432	0.0000000	1.8581082
NODE_1328_length_150_cov_17.575342	0.9729730	0.0000000	3.7162163	0.9729730	0.9391892	0.0000000	1.7837838	1.0000000	0.8648649	0.0000000
NODE_1329_length_150_cov_13.671233	3.7027028	3.6351352	0.0000000	3.6486487	1.8108108	0.9729730	1.8783784	0.8716216	1.8918918	0.0000000
NODE_1332_length_149_cov_159.944444	2.7006803	0.9387755	2.8571429	0.8911564	2.8027210	0.9047619	1.9047619	1.8979592	4.7074828	1.9115646
NODE_1338_length_149_cov_22.736111	1.0000000	0.9659864	1.9183674	2.7346938	0.9523810	0.0000000	1.9795918	6.4353743	1.8843538	0.0000000
NODE_1339_length_149_cov_20.055556	0.8911564	0.0000000	5.7891154	0.9387755	1.9047619	1.8095238	0.9931973	0.0000000	1.0000000	0.9319728
NODE_1342_length_149_cov_15.458333	0.9115646	0.0000000	0.9795918	1.8979592	1.7687075	0.0000000	1.0000000	0.0000000	4.5238094	0.0000000
NODE_1343_length_149_cov_12.777778	0.0000000	1.8231293	1.0000000	1.0000000	0.9183673	0.9727891	2.8299320	0.0000000	0.9727891	0.8571429
NODE_1344_length_149_cov_12.125000	0.0000000	0.0000000	1.9047619	1.0000000	0.0000000	0.0000000	0.0000000	2.8911564	0.9319728	0.0000000
NODE_1345_length_149_cov_11.250000	0.0000000	2.6870749	4.6598639	1.8639456	0.0000000	0.9183673	2.6870749	0.9863946	0.9795918	2.6530612
NODE_1346_length_149_cov_4.277778	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9659864	0.0000000	0.9795918	0.0000000	0.0000000
NODE_1347_length_148_cov_62.802817	16.6027393	0.0000000	2.7260275	7.2945204	0.0000000	0.0000000	0.8287671	4.6712327	1.7808219	0.9041096
NODE_1350_length_148_cov_41.112676	0.0000000	4.5342464	10.2945204	1.8767123	1.7328767	0.0000000	4.6095891	3.5684931	1.8150685	2.8356164
NODE_1353_length_148_cov_18.633803	0.0000000	0.0000000	0.9178082	0.9246575	0.0000000	0.9109589	2.7191782	0.0000000	6.6369863	0.0000000
NODE_1356_length_148_cov_15.295775	0.0000000	0.0000000	2.8082192	0.0000000	1.0000000	0.9931507	0.9109589	0.9520548	1.7397261	3.6506848
NODE_1357_length_148_cov_13.295775	1.0000000	1.8219178	0.0000000	1.7534246	0.0000000	0.0000000	2.3630137	0.8904110	0.8767123	0.0000000
NODE_1359_length_148_cov_10.901408	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1361_length_148_cov_8.943662	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1362_length_148_cov_7.845070	0.0000000	0.0000000	4.7123289	1.9452055	0.0000000	1.9109589	2.7054794	0.9589041	1.9246576	1.9452055
NODE_1364_length_148_cov_6.380282	2.6301370	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9589041	0.0000000
NODE_1367_length_148_cov_5.014085	1.9452055	0.0000000	1.8835616	0.0000000	0.0000000	0.0000000	0.0000000	0.8493150	0.0000000	0.0000000
NODE_1370_length_148_cov_3.197183	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1372_length_147_cov_19.971429	0.0000000	7.6620688	2.8965516	1.0000000	3.7724137	0.9655172	1.0000000	2.8344827	3.9103448	0.8689655
NODE_1375_length_147_cov_16.642857	0.9172414	0.9793103	0.9655172	0.0000000	0.0000000	0.0000000	0.9379311	5.7931032	0.9103448	1.8827586
NODE_1377_length_147_cov_14.514286	0.8896552	0.0000000	0.9034483	0.0000000	0.0000000	0.0000000	1.8965517	1.8413793	1.9379311	0.0000000
NODE_1380_length_147_cov_7.257143	0.9517241	0.0000000	0.0000000	2.6689656	0.0000000	0.0000000	0.9862069	0.0000000	0.8758621	0.0000000
NODE_1382_length_146_cov_157.579710	9.3819447	6.6041665	12.5069447	14.0000000	5.6944447	1.8680556	7.7013888	7.6527777	17.4305553	9.5208330
NODE_1383_length_146_cov_108.188406	4.9236112	1.8472222	4.6250000	6.5763888	0.0000000	2.9166667	8.5277777	3.7847223	6.6597223	3.7361112
NODE_1387_length_146_cov_55.565217	1.0000000	5.5833335	3.7013888	8.3472223	2.8263888	0.9791667	6.6250000	2.8402777	0.0000000	1.7847222
NODE_1389_length_146_cov_39.376812	0.9791667	0.8680556	2.8819444	0.9375000	0.0000000	0.9583333	2.7708333	1.8125000	5.7291665	1.9097222
NODE_1390_length_146_cov_30.971014	0.0000000	0.9097222	1.7777778	3.7291667	1.7847222	0.0000000	1.7847222	1.7847222	0.9166667	1.8125000
NODE_1391_length_146_cov_27.144928	2.8333333	2.8750000	2.8819444	8.5625000	1.8194444	0.0000000	0.0000000	2.9236112	3.6666667	1.8888888
NODE_1394_length_146_cov_21.594203	0.9375000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9027778	1.9236112	0.9861111
NODE_1395_length_146_cov_18.289855	0.0000000	0.9027778	0.8958333	2.7708333	0.0000000	0.0000000	0.0000000	0.0000000	2.7916667	2.8541667
NODE_1396_length_146_cov_6.681159	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1399_length_146_cov_4.289855	2.8819444	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1400_length_146_cov_3.753623	0.0000000	0.0000000	0.9027778	0.9722222	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1401_length_145_cov_27.882353	1.9090909	0.0000000	1.9020979	4.7552447	0.0000000	1.8041958	0.9020979	0.9090909	2.8741260	0.8951049
NODE_1402_length_145_cov_27.573529	0.0000000	2.9230769	3.7412589	0.9020979	1.9020979	0.0000000	2.9160838	1.0000000	0.0000000	0.0000000
NODE_1403_length_145_cov_21.191176	0.9510490	0.0000000	0.9510490	1.8741258	0.0000000	0.9510490	1.9510490	0.0000000	1.8181819	1.9580419
NODE_1404_length_145_cov_10.485294	0.9650350	0.0000000	0.9510490	0.0000000	1.0000000	1.8531469	0.0000000	0.9930070	0.8811189	0.8881119
NODE_1405_length_145_cov_4.014706	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.8881119
NODE_1407_length_145_cov_2.838235	0.0000000	0.0000000	0.8811189	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.8601398	0.9300699
NODE_1409_length_144_cov_16.194030	0.8943662	0.9014084	3.7253520	0.8943662	0.0000000	0.0000000	1.8802817	1.9295775	1.0000000	0.0000000
NODE_1412_length_144_cov_12.582090	0.9084507	0.0000000	0.9154930	0.9577465	0.9577465	0.0000000	0.0000000	1.8380282	1.9436619	0.0000000
NODE_1413_length_143_cov_72.242424	0.9716312	1.9503546	0.9645390	7.5035462	4.7943263	0.0000000	14.4113474	2.9219859	2.7730496	6.7092199
NODE_1414_length_143_cov_51.727273	3.7375886	0.9503546	5.8014183	2.9078014	3.6950355	0.0000000	10.4964542	0.9078014	2.8865249	0.0000000
NODE_1416_length_143_cov_20.984848	1.0000000	0.0000000	2.9007092	0.0000000	2.0000000	0.9219858	3.7730496	1.8936170	1.9503546	0.0000000
NODE_1417_length_143_cov_4.318182	0.9290780	0.0000000	0.0000000	0.9929078	0.0000000	0.0000000	1.0000000	0.9290780	0.0000000	0.0000000
NODE_1419_length_142_cov_32.323077	5.7714286	0.0000000	3.9928572	2.9428570	1.9142857	1.0000000	0.0000000	0.0000000	0.0000000	0.9571428
NODE_1422_length_142_cov_8.876923	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1423_length_142_cov_7.846154	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1425_length_142_cov_6.784615	0.0000000	0.0000000	1.9571428	0.8785715	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1427_length_141_cov_44.015625	0.9424461	0.9496403	2.7697842	2.9640288	0.9496403	0.0000000	3.8345323	0.8776978	1.9424460	0.9856115
NODE_1429_length_141_cov_23.421875	3.8561151	0.0000000	1.9352518	2.8417265	1.9856116	0.9928058	0.0000000	0.0000000	0.0000000	0.9784173
NODE_1431_length_141_cov_12.296875	0.0000000	0.0000000	1.9712230	0.0000000	0.0000000	0.0000000	3.7985611	0.0000000	1.0000000	0.0000000
NODE_1433_length_141_cov_7.187500	1.9568346	0.9928058	0.9928058	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
NODE_1434_length_141_cov_6.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1435_length_140_cov_54.111111	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1438_length_140_cov_25.095238	2.9420290	0.9130435	14.6231880	1.0000000	1.9275362	0.9637681	2.7681160	0.9202899	0.9637681	2.9855072
NODE_1439_length_140_cov_4.777778	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.8260870	0.0000000
NODE_1440_length_139_cov_17.225806	0.9854015	0.0000000	2.9781022	0.0000000	0.0000000	0.0000000	0.9927008	0.9854015	1.9270073	0.9854015
NODE_1441_length_139_cov_12.145161	0.0000000	1.9927007	0.9197080	0.0000000	0.0000000	0.9416059	0.0000000	0.0000000	0.9854015	2.0000000
NODE_1444_length_138_cov_116.262295	5.8676472	1.9779412	5.8823528	8.8308821	2.8970587	2.0000000	5.9044118	2.8750000	12.5000000	3.9558823
NODE_1445_length_138_cov_14.770492	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1446_length_138_cov_9.704918	0.9779412	0.0000000	0.9852941	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1447_length_138_cov_7.737705	0.0000000	0.0000000	0.9705882	0.0000000	1.9338236	0.0000000	0.0000000	0.0000000	2.9338236	1.9926471
NODE_1448_length_138_cov_7.704918	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1449_length_138_cov_6.786885	0.0000000	0.0000000	0.9264706	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1453_length_137_cov_29.366667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1456_length_137_cov_16.516667	0.9629630	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9703704	0.0000000
NODE_1458_length_137_cov_12.200000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1459_length_137_cov_9.466667	0.0000000	0.0000000	1.9185185	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.8000000	0.0000000
NODE_1460_length_137_cov_9.100000	0.0000000	1.0000000	1.9925926	0.0000000	0.0000000	0.0000000	1.9111111	0.0000000	2.9851851	0.0000000
NODE_1461_length_137_cov_9.066667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9555556	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1463_length_137_cov_4.866667	0.0000000	0.0000000	0.9777778	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1464_length_137_cov_3.183333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9703704
NODE_1471_length_136_cov_24.000000	1.9701493	1.9104477	1.9552239	0.0000000	2.8955224	0.0000000	2.9925373	1.0000000	2.0000000	1.9925373
NODE_1472_length_136_cov_15.966102	0.0000000	0.0000000	0.0000000	1.9626865	1.0000000	0.0000000	2.9850745	0.0000000	0.0000000	0.0000000
NODE_1473_length_136_cov_14.423729	0.9626865	0.0000000	5.8507462	1.9552239	1.0000000	1.9328358	0.0000000	0.9850746	3.8432837	1.0000000
NODE_1474_length_136_cov_12.186441	0.0000000	0.0000000	0.9626865	0.9925373	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9552239
NODE_1475_length_136_cov_8.474576	0.0000000	1.0000000	1.0000000	0.9850746	0.0000000	0.9850746	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1476_length_136_cov_4.355932	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	1.0000000	0.0000000
NODE_1479_length_135_cov_34.879310	4.8872180	0.0000000	1.9624060	4.8947368	0.9774436	1.0000000	0.9624060	0.0000000	0.0000000	0.9774436
NODE_1488_length_134_cov_44.105263	3.9015152	1.0000000	6.8787880	2.9621212	0.9469697	0.9924242	1.9772727	1.0000000	1.9090909	1.9772727
NODE_1489_length_134_cov_37.350877	1.9772727	0.0000000	1.9924242	3.9696970	0.0000000	0.0000000	3.9090910	1.9545455	0.0000000	0.9696970
NODE_1491_length_134_cov_25.105263	0.0000000	0.0000000	1.9924242	1.0000000	0.0000000	1.9924242	0.0000000	0.0000000	0.0000000	0.9166667
NODE_1492_length_134_cov_24.859649	0.0000000	0.0000000	1.9696970	0.0000000	0.0000000	1.9242424	0.0000000	1.0000000	1.8636364	0.0000000
NODE_1493_length_134_cov_17.666667	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1494_length_134_cov_9.403509	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1497_length_134_cov_5.982456	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1498_length_133_cov_44.214286	1.9694656	0.0000000	0.9694657	1.9541985	0.0000000	0.9618320	3.9312978	1.0000000	2.0000000	2.9694657
NODE_1501_length_133_cov_16.428571	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9847328
NODE_1503_length_133_cov_8.232143	0.0000000	0.0000000	1.9694656	0.0000000	0.0000000	0.0000000	1.9618320	0.0000000	0.0000000	0.0000000
NODE_1504_length_133_cov_7.517857	0.0000000	0.9694657	0.0000000	2.9770992	0.0000000	0.0000000	0.9694657	0.0000000	0.0000000	1.0000000
NODE_1506_length_132_cov_24.981818	0.0000000	0.9692308	1.9769231	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	5.8692307	0.0000000
NODE_1507_length_132_cov_3.527273	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1509_length_131_cov_40.944444	0.0000000	1.9069767	1.0000000	0.0000000	1.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1513_length_131_cov_12.907407	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1515_length_131_cov_11.259259	0.0000000	0.9922481	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1516_length_131_cov_9.925926	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1517_length_131_cov_8.111111	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1520_length_130_cov_10.037736	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1521_length_130_cov_8.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1522_length_130_cov_4.622642	0.0000000	1.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000
NODE_1524_length_129_cov_17.653846	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.9685040	0.0000000
NODE_1525_length_129_cov_15.423077	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1526_length_129_cov_9.230769	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.9842520	0.0000000	0.0000000	0.0000000
NODE_1527_length_128_cov_75.137255	0.0000000	1.0000000	3.0000000	0.9920635	1.0000000	0.0000000	0.9920635	2.0000000	3.0000000	1.0000000
NODE_1528_length_128_cov_58.764706	1.0000000	0.0000000	0.9761904	0.0000000	1.0000000	0.0000000	0.0000000	3.0000000	1.0000000	1.0000000
NODE_1529_length_128_cov_37.784314	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	1.9682540	0.0000000	0.0000000
NODE_1530_length_128_cov_17.235294	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	2.9920635	0.0000000
NODE_1531_length_128_cov_2.745098	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1533_length_127_cov_4.340000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1534_length_127_cov_3.160000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1535_length_127_cov_2.800000	1.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1536_length_126_cov_60.000000	1.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	1.0000000	0.0000000	1.0000000	2.0000000
NODE_1537_length_126_cov_27.734694	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1538_length_126_cov_26.897959	0.0000000	0.0000000	0.0000000	0.9919355	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1544_length_126_cov_15.204082	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1545_length_126_cov_9.489796	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1547_length_125_cov_17.750000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1549_length_125_cov_10.604167	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1550_length_125_cov_9.395833	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1551_length_125_cov_4.687500	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1552_length_124_cov_42.170213	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1553_length_124_cov_39.021277	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1555_length_124_cov_23.680851	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1556_length_124_cov_18.723404	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1557_length_124_cov_13.489362	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1563_length_123_cov_5.630435	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1565_length_122_cov_55.955556	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1566_length_122_cov_38.311111	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1567_length_122_cov_25.422222	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	1.0000000	0.0000000	0.0000000	0.0000000
NODE_1568_length_122_cov_19.044444	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1571_length_122_cov_9.333333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1578_length_121_cov_12.613636	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1579_length_121_cov_9.977273	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1580_length_121_cov_5.863636	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1581_length_121_cov_1.636364	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1582_length_120_cov_112.581395	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1583_length_120_cov_95.813953	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1586_length_120_cov_21.534884	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1587_length_120_cov_15.302326	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1590_length_120_cov_7.209302	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1591_length_120_cov_7.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1594_length_119_cov_41.119048	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1596_length_119_cov_31.904762	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1597_length_119_cov_21.047619	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1598_length_119_cov_20.357143	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1599_length_119_cov_19.976190	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1600_length_119_cov_19.357143	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1601_length_119_cov_19.333333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1603_length_118_cov_83.121951	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1605_length_118_cov_35.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1606_length_118_cov_26.780488	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1607_length_118_cov_25.463415	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1608_length_118_cov_4.463415	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1611_length_117_cov_11.950000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1612_length_117_cov_9.675000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1613_length_117_cov_3.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1615_length_116_cov_47.102564	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1616_length_116_cov_43.128205	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1619_length_116_cov_16.102564	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1622_length_115_cov_24.236842	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1623_length_115_cov_23.421053	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1624_length_115_cov_20.578947	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1627_length_114_cov_63.648649	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1630_length_114_cov_29.054054	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1631_length_113_cov_55.000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1632_length_113_cov_39.583333	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1633_length_113_cov_20.472222	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1634_length_113_cov_8.277778	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
NODE_1635_length_112_cov_46.514286	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000	0.0000000
